Abrocoma_cinerea, 5.5214609
Acinonyx_jubatus,10.9810464
Acomys_cahirinus, 3.8122027
Acomys_russatus, 3.9969155
Acomys_wilsoni, 2.9957323
Addax_nasomaculatus,12.1138203
Aepyceros_melampus,10.6329667
Aethomys_chrysophilus, 4.3637354
Aethomys_hindei, 4.6728288
Aethomys_kaiseri, 5.2882670
Aethomys_namaquensis, 3.8619921
Agouti_paca, 9.1049799
Ailuropoda_melanoleuca,11.6226763
Ailurus_fulgens, 8.3721674
Akodon_azarae, 3.3079850
Akodon_boliviensis, 3.2561716
Akodon_cursor, 3.6813512
Akodon_dolores, 3.9120230
Akodon_longipilis, 3.6256734
Akodon_molinae, 3.4965076
Akodon_olivaceus, 3.3332754
Akodon_urichi, 3.9120230
Akodon_varius, 3.6189933
Alcelaphus_buselaphus,11.9183906
Alces_alces,12.7685415
Allactaga_elater, 4.0719285
Allactaga_euphratica, 3.5807373
Allactaga_sibirica, 4.7664383
Allactaga_tetradactyla, 3.9512437
Allenopithecus_nigroviridis, 8.1021837
Alopex_lagopus, 8.4118327
Alouatta_caraya, 8.5854124
Alouatta_palliata, 8.6410272
Alouatta_pigra, 9.3587604
Alouatta_seniculus, 8.6225059
Alticola_argentatus, 3.6296601
Alticola_roylei, 3.5553481
Alticola_strelzowi, 3.9120230
Amblonyx_cinereus, 8.0063676
Amblysomus_hottentotus, 4.1713056
Ammodorcas_clarkei,10.2576594
Ammospermophilus_harrisii, 4.8362819
Ammospermophilus_interpres, 4.7022969
Ammospermophilus_leucurus, 4.5798524
Ammospermophilus_nelsoni, 5.0401941
Ammotragus_lervia,10.9241383
Anomalurus_beecrofti, 5.9635793
Anomalurus_derbianus, 6.6463905
Anomalurus_pelii, 7.4085306
Antidorcas_marsupialis,10.3089527
Antilocapra_americana,10.7227166
Antilope_cervicapra,10.5320962
Aonyx_capensis, 9.3758548
Aonyx_congicus,10.0858091
Aotus_azarai, 7.1147694
Aotus_lemurinus, 6.7730804
Aotus_trivirgatus, 6.7257057
Aplodontia_rufa, 6.5323343
Apodemus_agrarius, 3.0680529
Apodemus_flavicollis, 3.3792925
Apodemus_mystacinus, 3.8199077
Apodemus_peninsulae, 3.4934727
Apodemus_sylvaticus, 3.1518810
Arborimus_albipes, 3.1354942
Arborimus_longicaudus, 3.1354942
Arborimus_pomo, 3.5835189
Arctictis_binturong, 9.4132812
Arctocebus_calabarensis, 5.7498387
Arctocephalus_australis,10.7144178
Arctocephalus_forsteri,10.9150885
Arctocephalus_galapagoensis,10.2035921
Arctocephalus_gazella,10.6090573
Arctocephalus_pusillus,11.2601815
Arctocephalus_tropicalis,10.8197783
Arctogalidia_trivirgata, 7.7186855
Arctonyx_collaris, 9.2591305
Arvicanthis_niloticus, 4.1666652
Arvicola_sapidus, 5.2337788
Arvicola_terrestris, 4.7874917
Atelerix_albiventris, 5.8111410
Atelerix_algirus, 6.6133842
Atelerix_frontalis, 5.7333413
Ateles_belzebuth, 8.5941542
Ateles_fusciceps, 8.9569695
Ateles_geoffroyi, 8.7428616
Ateles_paniscus, 8.9565830
Atelocynus_microtis, 9.1590471
Atherurus_africanus, 8.0646365
Atherurus_macrourus, 7.6009025
Atilax_paludinosus, 8.1016777
Auliscomys_micropus, 4.2849649
Avahi_laniger, 6.9979890
Axis_axis,10.9150885
Axis_porcinus,10.4193007
Babyrousa_babyrussa,11.5129255
Baiomys_taylori, 2.0579625
Balaena_mysticetus,18.1975372
Balaenoptera_acutorostrata,16.6066757
Balaenoptera_borealis,16.5101377
Balaenoptera_edeni,16.8112428
Balaenoptera_musculus,18.8194569
Balaenoptera_physalus,18.0172136
Bandicota_bengalensis, 5.1160158
Bandicota_indica, 6.3007858
Bassaricyon_gabbii, 7.1248808
Bassariscus_astutus, 6.8829502
Bassariscus_sumichrasti, 6.8023948
Bathyergus_janetta, 5.8051350
Bathyergus_suillus, 6.4536250
Bdeogale_crassicauda, 7.3588309
Beamys_hindei, 4.6217323
Berardius_bairdii,15.9196447
Bison_bison,13.1176858
Bison_bonasus,13.1223634
Blarina_brevicauda, 3.0740812
Blarina_carolinensis, 2.2246236
Blarina_hylophaga, 2.6741486
Blastocerus_dichotomus,11.5376181
Bolomys_lasiurus, 3.6871279
Bos_frontalis,13.5923670
Bos_grunniens,12.7158978
Bos_javanicus,13.4100455
Boselaphus_tragocamelus,12.0376540
Brachylagus_idahoensis, 6.0434164
Brachyteles_arachnoides, 9.3185219
Bradypus_torquatus, 8.2687318
Bradypus_tridactylus, 8.2348303
Bradypus_variegatus, 8.4887937
Bubalus_bubalis,13.7642173
Bubalus_mindorensis,12.3602233
Budorcas_taxicolor,12.6181823
Bunolagus_monticularis, 7.1308988
Cabassous_centralis, 7.9193562
Cacajao_calvus, 8.3167891
Callicebus_cupreus, 7.0210840
Callicebus_moloch, 6.7452363
Callicebus_torquatus, 6.9565454
Callimico_goeldii, 6.3249502
Callithrix_argentata, 5.8784358
Callithrix_flaviceps, 6.0063532
Callithrix_jacchus, 5.7333413
Callithrix_penicillata, 5.7268477
Callithrix_pygmaea, 4.7607199
Callorhinus_ursinus,10.8016143
Callosciurus_caniceps, 3.4011974
Callosciurus_nigrovittatus, 5.3082677
Callosciurus_notatus, 5.2470241
Callosciurus_prevostii, 5.9914645
Calomys_callosus, 3.7135721
Calomys_hummelincki, 3.2958369
Calomys_laucha, 3.5263605
Calomys_lepidus, 3.2809112
Calomys_musculinus, 2.8678989
Calomyscus_bailwardi, 3.0155349
Calomyscus_mystax, 3.0155349
Camelus_dromedarius,12.9807998
Canis_adustus, 9.0179685
